iter	MultiClass
439	0.6283714545
440	0.6281810206
441	0.6280863461
442	0.6279968282
443	0.6278249774
444	0.6277040685
445	0.627592431
446	0.6274639648
447	0.6274070464
448	0.6273103654
449	0.6272869564
450	0.6271665997
451	0.6271080427
452	0.6270425906
453	0.626970445
454	0.6269165624
455	0.6267385566
456	0.6265733172
457	0.6264554795
458	0.6263947375
459	0.6263399479
460	0.6262646675
461	0.6262136806
462	0.626044394
463	0.6259136141
464	0.6257881608
465	0.6256768388
466	0.6255762084
467	0.6254950331
468	0.6253133321
469	0.6252469006
470	0.6252142986
471	0.6251341289
472	0.6250153274
473	0.6249467895
474	0.6248426093
475	0.6247322569
476	0.6246790867
477	0.6245937723
478	0.6244159767
479	0.6243452767
480	0.6243257032
481	0.6242656471
482	0.6241656343
483	0.6240783823
484	0.6239981925
485	0.6239307224
486	0.6238846624
487	0.6237998926
488	0.6237090484
489	0.623622283
490	0.6235563624
491	0.6234428907
492	0.6234006834
493	0.6232804732
494	0.6232503368
495	0.6231684959
496	0.6230648853
497	0.6229469533
498	0.6228114522
499	0.6227088596
500	0.6226592756
501	0.6225645961
502	0.6224538571
503	0.6223400724
504	0.6221519658
505	0.6220681186
506	0.6220015806
507	0.62194521
508	0.6218222015
509	0.6217934551
510	0.6216664364
511	0.6215841427
512	0.6215022872
513	0.6214229088
514	0.621264841
515	0.6212071162
516	0.6211258651
517	0.6210599634
518	0.6209482406
519	0.6208954178
520	0.6208005763
521	0.6207247255
522	0.6206784292
523	0.6206128781
524	0.6204954243
525	0.6204155571
526	0.6203147868
527	0.6202394961
528	0.6201372691
529	0.6200829914
530	0.6199905893
531	0.6199438138
532	0.6197805939
533	0.619664406
534	0.6196119818
535	0.6195544926
536	0.6194730126
537	0.6193797635
538	0.6193279971
539	0.6192776211
540	0.61920899
541	0.619052841
542	0.6189812456
543	0.6188952958
544	0.6187762389
545	0.6187354343
546	0.6186407
547	0.6186014257
548	0.6185763596
549	0.6185068968
550	0.6184203799
551	0.6182845963
552	0.6182047644
553	0.618137128
554	0.618050471
555	0.6179250857
556	0.617851292
557	0.6177736835
558	0.6176614654
559	0.6175889142
560	0.6175573664
561	0.6174859186
562	0.6173915091
563	0.6173250191
564	0.6172753355
565	0.6172232786
566	0.6171825921
567	0.6171054882
568	0.6170546762
569	0.6170050817
570	0.6169615767
571	0.616883782
572	0.616775246
573	0.6166544115
574	0.6165624721
575	0.6164741395
576	0.6163983838
577	0.6163366203
578	0.6163087255
579	0.6162476798
580	0.6161702997
581	0.6161258484
582	0.6161082784
583	0.6160354395
584	0.6159841327
585	0.6159317588
586	0.6158766874
587	0.6157995625
588	0.6157230649
589	0.6156377248
590	0.6155551049
591	0.6154880689
592	0.6154139422
593	0.6153650805
594	0.6152347036
595	0.615178577
596	0.6151150515
597	0.6150554971
598	0.614984504
599	0.614898072
600	0.614817439
601	0.6147672284
602	0.6147358636
603	0.6146918832
604	0.6145749961
605	0.6145606999
606	0.6145265786
607	0.6144762047
608	0.6144347176
609	0.6143641452
610	0.6142874119
611	0.6142058402
612	0.6141663251
613	0.6141116488
614	0.6139647488
615	0.6138564977
616	0.6137600736
617	0.6136506814
618	0.6135683838
619	0.6135182136
620	0.6134165043
621	0.6133139702
622	0.6131817293
623	0.6130898069
624	0.6130087195
625	0.6129194394
626	0.612779446
627	0.6127096693
628	0.6126519411
629	0.6126105197
630	0.6124933508
631	0.6124242387
632	0.6122932957
633	0.6122215657
634	0.6121564311
635	0.6120404647
636	0.6119892005
637	0.6119211822
638	0.6118685453
639	0.6118118859
640	0.6117554708
641	0.6117273372
642	0.6116106197
643	0.6114749525
644	0.6114456053
645	0.6113473106
646	0.6112975352
647	0.6111890419
648	0.6111077524
649	0.6110781369
650	0.6110347969
651	0.6109804212
652	0.6108858805
653	0.6107690833
654	0.6107285492
655	0.6106547656
656	0.610586092
657	0.6105303718
658	0.6104286655
659	0.6103619742
660	0.6102914321
661	0.6102282092
662	0.6101216943
663	0.6100654594
664	0.6100319408
665	0.6099474383
666	0.6098727243
667	0.6098220041
668	0.6097759834
669	0.6096362209
670	0.6095808368
671	0.6094922094
672	0.6094352647
673	0.6093669045
674	0.6091997107
675	0.6091388542
676	0.6091042006
677	0.6090528875
678	0.6089838563
679	0.6089283508
680	0.608863475
681	0.6087782451
682	0.6087037285
683	0.6086369381
684	0.6085968418
685	0.6085456607
686	0.6084736904
687	0.6084045815
688	0.6083480059
689	0.6083042559
690	0.6082252232
691	0.6081930991
692	0.6080855261
693	0.6080320419
694	0.6079476459
695	0.6079211706
696	0.6078387743
697	0.6077849018
698	0.6077002549
699	0.6076777282
700	0.6076073671
701	0.6075774464
702	0.6075157731
703	0.6074607035
704	0.6074164918
705	0.6073606868
706	0.60728818
707	0.6072397611
708	0.6071954805
709	0.6071301731
710	0.6070767788
711	0.6070063715
712	0.6069076433
713	0.6068885824
714	0.6068418809
715	0.6068012866
716	0.6067398978
717	0.6066846078
718	0.6066134933
719	0.6065815663
720	0.6065307629
721	0.6063720816
722	0.6063262856
723	0.6062709173
724	0.6062009512
725	0.6061414431
726	0.6060783065
727	0.6060290173
728	0.605944255
729	0.6058723784
730	0.6058082272
731	0.6057530648
732	0.6056822864
733	0.6055873681
734	0.6055454074
735	0.6054946316
736	0.6054722424
737	0.6053793487
738	0.6052727896
739	0.6052405442
740	0.60518563
741	0.6051619525
742	0.6050970966
743	0.6050654254
744	0.6050060674
745	0.6049471239
746	0.6048963487
747	0.6048679325
748	0.604794816
749	0.6047038041
750	0.6046559346
751	0.6046036946
752	0.6044661253
753	0.6044123432
754	0.6043113142
755	0.6042457473
756	0.6041681615
757	0.604109289
758	0.6040414091
759	0.603998922
760	0.6039668493
761	0.6039110301
762	0.6038419624
763	0.603771571
764	0.6037443888
765	0.603705731
766	0.603628268
767	0.6035194686
768	0.6034766716
769	0.6034220349
770	0.6033733132
771	0.6033318393
772	0.6032606726
773	0.6032133444
774	0.6030946288
775	0.6030383852
776	0.6029478851
777	0.6029017639
778	0.6028710091
779	0.6028192455
780	0.6027594108
781	0.6027047679
782	0.6026715728
783	0.6026148538
784	0.6025476405
785	0.6025072767
786	0.6024344903
787	0.6023620197
788	0.6022803065
789	0.6022327535
790	0.6021503573
791	0.602097364
792	0.6020508455
793	0.6020108777
794	0.6019506234
795	0.6019161624
796	0.6018246742
797	0.6017412502
798	0.6016814112
799	0.6016573252
800	0.601588252
801	0.6014863745
802	0.6014526346
803	0.6013720442
804	0.6013175593
805	0.6012710786
806	0.6011990693
807	0.601113156
808	0.6010561971
809	0.6010040095
810	0.6009568896
811	0.6009008003
812	0.6008382871
813	0.6008083682
814	0.6007716016
815	0.6006527236
816	0.6005629948
817	0.600523883
818	0.600481733
819	0.6004132704
820	0.6003530711
821	0.6003106728
822	0.6002346042
823	0.6001333696
824	0.6000871209
825	0.6000399919
826	0.5999957515
827	0.599946791
828	0.5999181041
829	0.599849798
830	0.5998189669
831	0.5997620597
832	0.5997050414
833	0.5996627575
834	0.599624198
835	0.5994852955
836	0.599437919
837	0.599388957
838	0.5993406906
839	0.5992603094
840	0.599228696
841	0.5991690811
842	0.5991162068
843	0.5990529278
844	0.5989958047
845	0.5989375337
846	0.5988822689
847	0.5988479436
848	0.5988295798
849	0.5988100801
850	0.5987663116
851	0.5987259086
852	0.5986645958
853	0.5985998322
854	0.5985340061
855	0.5985129883
856	0.598461746
857	0.5983970983
858	0.5983076434
859	0.5982710436
860	0.5981847572
861	0.5981432103
862	0.5980718168
863	0.5979971112
864	0.5979529488
865	0.5978458656
866	0.597744319
867	0.5977124273
868	0.5976636339
869	0.5976265064
870	0.5975767441
871	0.5974990017
872	0.5974665658
873	0.5973808663
874	0.5972887575
875	0.597204634
876	0.59713199
877	0.5970540329
878	0.5970110344
879	0.5969239068
880	0.5968711161
881	0.596823328
882	0.5967965523
883	0.5967630386
884	0.596705477
885	0.596679371
886	0.5965483824
887	0.5965061346
888	0.5964296634
889	0.5963776519
890	0.5963399533
891	0.5962840894
892	0.5962212193
893	0.5961755498
894	0.596124821
895	0.5960418279
896	0.59597729
897	0.5959392917
898	0.5958844809
899	0.5958313618
900	0.5958028842
901	0.5957201454
902	0.5956700182
903	0.5956161741
904	0.5955612431
905	0.5955195799
906	0.5954830243
907	0.5953802884
908	0.595324035
909	0.5952109715
910	0.59517318
911	0.5950810883
912	0.5950214022
913	0.5949572793
914	0.5949172274
915	0.5948676352
916	0.5947926828
917	0.5947261768
918	0.5946391281
919	0.5945838431
920	0.5945356616
921	0.5944688797
922	0.5944311219
923	0.5943920755
924	0.5943449406
925	0.5942799531
926	0.5942511638
927	0.594215311
928	0.5941163917
929	0.5940166303
930	0.5939683771
931	0.5939364829
932	0.5938865637
933	0.5938299077
934	0.5937721967
935	0.5937375371
936	0.5936844946
937	0.593632963
938	0.5935733768
939	0.5935321413
940	0.5935070992
941	0.5934521647
942	0.5933790476
943	0.5932992726
944	0.5932405607
945	0.5931637257
946	0.5931339391
947	0.59308794
948	0.593035915
949	0.5929624118
950	0.5929176497
951	0.5928906089
952	0.5928474126
953	0.5927882594
954	0.5927438946
955	0.5926485076
956	0.5925925447
957	0.5925437652
958	0.5924903978
959	0.592403605
960	0.592343623
961	0.5922843054
962	0.5922368036
963	0.5922050018
964	0.5921371169
965	0.5920940838
966	0.5920624496
967	0.5920254335
968	0.5919776602
969	0.5919230703
970	0.5918657739
971	0.5918194986
972	0.5917480114
973	0.5916855372
974	0.5916652257
975	0.5915661431
976	0.5915139738
977	0.5914722796
978	0.591413604
979	0.5913651501
980	0.5913306376
981	0.5912669553
982	0.5912095064
983	0.5911685506
984	0.5911400222
985	0.591091736
986	0.5910550857
987	0.5910187442
988	0.5909916378
989	0.5909528848
990	0.5908739879
991	0.5908007173
992	0.5907370375
993	0.5906761888
994	0.5906081162
995	0.5905160725
996	0.5904326781
997	0.5903727533
998	0.5902870406
999	0.5901759159
